slno,vehicle_type,brand ,model       ,engine_type,make_year,mileage_range,mileage,oil_filter,engine_oil,washer_plug_drain,dust_and_pollen_filter,whell_alignment_and_balancing,air_clean_filter,fuel_filter,spark_plug,brake_fluid,brake_and_clutch_oil,transmission_fluid,brake_pads,clutch,coolant,cost
135 ,car         ,honda ,jazz        ,petrol     ,2017     ,70000        ,70473  ,1         ,1         ,1                ,0                     ,0                            ,0               ,0          ,0         ,1          ,0                   ,0                 ,0         ,1     ,0      ,4489
136 ,car         ,honda ,jazz        ,petrol     ,2017     ,70000        ,70985  ,1         ,1         ,1                ,0                     ,0                            ,1               ,0          ,0         ,1          ,0                   ,0                 ,0         ,1     ,0      ,4578
137 ,car         ,honda ,jazz        ,petrol     ,2017     ,70000        ,70342  ,1         ,1         ,1                ,0                     ,0                            ,1               ,0          ,0         ,1          ,0                   ,0                 ,0         ,1     ,0      ,4631
138 ,car         ,honda ,jazz        ,petrol     ,2017     ,70000        ,70033  ,1         ,1         ,1                ,0                     ,0                            ,1               ,0          ,0         ,0          ,0                   ,0                 ,0         ,1     ,0      ,4639
139 ,car         ,honda ,jazz        ,petrol     ,2017     ,70000        ,70653  ,1         ,1         ,1                ,0                     ,0                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,1     ,0      ,4703
140 ,car         ,honda ,jazz        ,petrol     ,2017     ,70000        ,70373  ,1         ,1         ,1                ,0                     ,0                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,2789
141 ,car         ,honda ,jazz        ,petrol     ,2017     ,80000        ,82238  ,1         ,1         ,1                ,0                     ,0                            ,0               ,1          ,1         ,0          ,0                   ,0                 ,0         ,0     ,0      ,4753
142 ,car         ,honda ,jazz        ,petrol     ,2017     ,80000        ,89843  ,1         ,1         ,1                ,0                     ,0                            ,0               ,1          ,1         ,0          ,0                   ,0                 ,0         ,0     ,0      ,4790
143 ,car         ,honda ,jazz        ,petrol     ,2017     ,80000        ,85834  ,1         ,1         ,1                ,0                     ,0                            ,0               ,1          ,1         ,0          ,0                   ,0                 ,0         ,0     ,0      ,4230
144 ,car         ,honda ,jazz        ,petrol     ,2017     ,80000        ,88433  ,1         ,1         ,1                ,0                     ,0                            ,0               ,1          ,1         ,0          ,0                   ,0                 ,0         ,0     ,0      ,4875
145 ,car         ,honda ,jazz        ,petrol     ,2017     ,80000        ,82363  ,1         ,1         ,1                ,0                     ,0                            ,0               ,1          ,1         ,0          ,0                   ,0                 ,0         ,0     ,0      ,4976
146 ,car         ,honda ,jazz        ,petrol     ,2017     ,80000        ,83462  ,1         ,1         ,1                ,0                     ,0                            ,0               ,1          ,1         ,0          ,0                   ,0                 ,0         ,0     ,0      ,4679
147 ,car         ,honda ,jazz        ,petrol     ,2017     ,80000        ,82346  ,1         ,1         ,1                ,0                     ,0                            ,0               ,1          ,1         ,0          ,0                   ,0                 ,0         ,0     ,0      ,4312
148 ,car         ,honda ,jazz        ,petrol     ,2017     ,80000        ,89437  ,1         ,1         ,1                ,1                     ,0                            ,0               ,1          ,1         ,0          ,0                   ,0                 ,0         ,0     ,0      ,4068
149 ,car         ,honda ,jazz        ,petrol     ,2017     ,80000        ,90327  ,1         ,1         ,1                ,1                     ,0                            ,0               ,1          ,1         ,0          ,0                   ,0                 ,0         ,0     ,0      ,5084
150 ,car         ,honda ,jazz        ,petrol     ,2017     ,80000        ,82462  ,1         ,1         ,1                ,0                     ,0                            ,0               ,1          ,1         ,0          ,0                   ,0                 ,0         ,0     ,0      ,5866
151 ,car         ,honda ,jazz        ,petrol     ,2017     ,80000        ,81482  ,1         ,1         ,1                ,0                     ,0                            ,0               ,1          ,1         ,0          ,0                   ,0                 ,0         ,0     ,0      ,5238
